AMENITYID,ASSETID,BATHNUMBER,BUILTTYPEID_1,BUILTTYPEID_2,BUILTTYPEID_3,CADASTRALQUALITYID,CADCONSTRUCTIONYEAR,CADDWELLINGCOUNT,CADMAXBUILDINGFLOOR,CONSTRUCTEDAREA,CONSTRUCTIONYEAR,DISTANCE_TO_CASTELLANA,DISTANCE_TO_CITY_CENTER,DISTANCE_TO_METRO,FLATLOCATIONID,FLOORCLEAN,HASAIRCONDITIONING,HASBOXROOM,HASDOORMAN,HASEASTORIENTATION,HASGARDEN,HASLIFT,HASNORTHORIENTATION,HASPARKINGSPACE,HASSOUTHORIENTATION,HASSWIMMINGPOOL,HASTERRACE,HASWARDROBE,HASWESTORIENTATION,ISDUPLEX,ISINTOPFLOOR,ISPARKINGSPACEINCLUDEDINPRICE,ISSTUDIO,LATITUDE,LONGITUDE,PARKINGSPACEPRICE,PERIOD,PRICE,ROOMNUMBER,UNITPRICE,geometry,region
3,A11697555121063254206,1,0,0,1,5,1978,95,9,90,null,1.2665,2.7138,0.6673,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.3927,-3.7098,1,201803,198000,4,2200,"{""coordinates"":[-3.7098,40.3927],""type"":""Point""}",Madrid
3,A6497050599074413345,3,0,0,1,6,1997,5,3,143,1997,1.5034,2.5419,0.4183,1,3,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,40.3947,-3.7124,35001,201803,415000,4,2902.0979,"{""coordinates"":[-3.7124,40.3947],""type"":""Point""}",Madrid
2,A15119859395369731900,1,0,0,1,8,1960,11,5,60,1960,1.3146,2.7349,0.6772,1,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,40.3925,-3.7104,1,201803,90000,2,1500,"{""coordinates"":[-3.7104,40.3925],""type"":""Point""}",Madrid
3,A10408379438599596706,2,0,0,1,6,1970,6,3,127,null,1.2948,2.6676,0.683,1,2,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,40.3931,-3.7101,1,201803,318000,4,2503.937,"{""coordinates"":[-3.7101,40.3931],""type"":""Point""}",Madrid
3,A880096540682680532,2,0,0,1,7,1980,10,6,140,null,1.1793,2.5768,0.734,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.3937,-3.7087,1,201803,249000,3,1778.5714,"{""coordinates"":[-3.7087,40.3937],""type"":""Point""}",Madrid
3,A1287208464874309737,1,0,0,1,5,1967,17,7,66,null,1.2827,2.8183,0.5858,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,40.3917,-3.7101,1,201803,138000,2,2090.9091,"{""coordinates"":[-3.7101,40.3917],""type"":""Point""}",Madrid
3,A5675282088976255561,2,0,1,0,5,1972,33,17,118,null,1.0168,2.5248,0.7714,1,null,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,40.394,-3.7067,1,201803,262000,3,2220.339,"{""coordinates"":[-3.7067,40.394],""type"":""Point""}",Madrid
3,A6534844801136291146,1,0,0,1,7,1979,9,5,88,null,1.5511,2.9481,0.7069,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,40.3911,-3.7133,1,201803,205000,3,2329.5455,"{""coordinates"":[-3.7133,40.3911],""type"":""Point""}",Madrid
3,A18218436201413368472,1,0,1,0,7,1931,36,6,48,1931,1.407,2.4306,0.453,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3955,-3.7112,1,201803,137000,2,2854.1667,"{""coordinates"":[-3.7112,40.3955],""type"":""Point""}",Madrid
3,A5328667835250249346,1,0,0,1,7,1984,7,4,65,null,1.5367,2.5068,0.3654,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3951,-3.7128,1,201803,98000,3,1507.6923,"{""coordinates"":[-3.7128,40.3951],""type"":""Point""}",Madrid
3,A10197096793901764513,1,0,0,1,8,1966,17,8,68,null,1.3064,2.7833,0.631,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.3921,-3.7104,1,201803,131000,2,1926.4706,"{""coordinates"":[-3.7104,40.3921],""type"":""Point""}",Madrid
3,A2417446054812695978,2,0,0,1,5,1972,33,17,94,null,1.0784,2.5867,0.7187,1,11,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,40.3935,-3.7075,1,201803,244000,3,2595.7447,"{""coordinates"":[-3.7075,40.3935],""type"":""Point""}",Madrid
2,A14756316462472826537,1,0,1,0,7,1960,11,5,50,null,1.6638,2.9531,0.6731,1,null,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.3914,-3.7147,1,201803,87000,2,1740,"{""coordinates"":[-3.7147,40.3914],""type"":""Point""}",Madrid
3,A16704959180883526143,1,0,1,0,5,1967,9,4,95,null,1.3121,2.5867,0.6181,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,40.3939,-3.7103,1,201803,167000,3,1757.8947,"{""coordinates"":[-3.7103,40.3939],""type"":""Point""}",Madrid
3,A16337596006789354075,1,0,0,1,5,1960,39,10,87,1960,1.8468,3.2811,0.4889,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,40.3888,-3.7167,1,201803,232000,3,2666.6667,"{""coordinates"":[-3.7167,40.3888],""type"":""Point""}",Madrid
3,A17494926874932670408,1,0,1,0,5,1970,24,8,60,null,1.0942,2.4246,0.76,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40.395,-3.7075,1,201803,109000,1,1816.6667,"{""coordinates"":[-3.7075,40.395],""type"":""Point""}",Madrid
3,A13040721556420680813,1,0,0,1,7,1954,73,5,38,null,1.2044,2.8745,0.4892,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.3911,-3.7093,1,201803,138000,1,3631.5789,"{""coordinates"":[-3.7093,40.3911],""type"":""Point""}",Madrid
3,A161299840556795171,1,0,0,1,6,1963,19,5,62,null,2.3401,3.3979,0.3076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3896,-3.7226,1,201803,97000,2,1564.5161,"{""coordinates"":[-3.7226,40.3896],""type"":""Point""}",Madrid
3,A2066560421919761445,1,0,1,0,6,1960,11,5,63,1960,2.8619,3.7423,0.2272,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3888,-3.7287,1,201803,79000,3,1253.9683,"{""coordinates"":[-3.7287,40.3888],""type"":""Point""}",Madrid
3,A15646764473827942292,1,0,0,1,6,1970,6,5,78,null,2.3024,3.7039,0.1627,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,40.3862,-3.7215,1,201803,136000,3,1743.5897,"{""coordinates"":[-3.7215,40.3862],""type"":""Point""}",Madrid
3,A6600917540604502261,1,0,0,1,5,1970,10,5,65,null,2.1934,3.7049,0.1822,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.3857,-3.72,1,201803,164000,2,2523.0769,"{""coordinates"":[-3.72,40.3857],""type"":""Point""}",Madrid
3,A7513016641598600301,2,0,0,1,5,1974,29,9,129,1974,2.6889,3.8966,0.271,1,6,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,40.386,-3.7261,1,201803,217000,4,1682.1705,"{""coordinates"":[-3.7261,40.386],""type"":""Point""}",Madrid
3,A13245876958266096781,1,0,0,1,7,1966,24,5,64,null,2.0473,3.4173,0.383,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3881,-3.7189,1,201803,113000,2,1765.625,"{""coordinates"":[-3.7189,40.3881],""type"":""Point""}",Madrid
3,A7683330588059859284,1,0,0,1,6,1980,2,2,84,null,2.3774,3.5539,0.1416,1,null,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.3882,-3.7229,1,201803,123000,3,1464.2857,"{""coordinates"":[-3.7229,40.3882],""type"":""Point""}",Madrid
3,A17631614021907481208,2,0,0,1,7,1963,17,4,80,null,2.3416,3.2379,0.2419,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,40.3913,-3.7227,1,201803,214000,2,2675,"{""coordinates"":[-3.7227,40.3913],""type"":""Point""}",Madrid
3,A8514863084232300465,1,0,1,0,7,1960,11,5,85,null,2.9354,3.7102,0.1983,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.3897,-3.7296,1,201803,169000,3,1988.2353,"{""coordinates"":[-3.7296,40.3897],""type"":""Point""}",Madrid
3,A17893465172274567246,1,0,0,1,6,1960,51,6,63,null,2.9363,3.8023,0.1518,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3886,-3.7296,1,201803,143000,3,2269.8413,"{""coordinates"":[-3.7296,40.3886],""type"":""Point""}",Madrid
1,A18045757074350216384,1,0,0,1,6,1958,9,4,78,null,2.3777,3.6508,0.0474,1,null,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,40.3871,-3.7226,1,201803,127000,2,1628.2051,"{""coordinates"":[-3.7226,40.3871],""type"":""Point""}",Madrid
3,A1893780825394930857,1,0,0,1,6,1970,6,5,71,null,2.29,3.7102,0.1837,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,40.386,-3.7213,1,201803,137000,3,1929.5775,"{""coordinates"":[-3.7213,40.386],""type"":""Point""}",Madrid
3,A3830122010567657534,2,0,0,1,7,1965,7,3,110,null,2.1361,3.0925,0.3367,null,null,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.3918,-3.7202,1,201803,347000,3,3154.5455,"{""coordinates"":[-3.7202,40.3918],""type"":""Point""}",Madrid
3,A6752018014915080814,1,0,1,0,6,1966,14,5,114,1966,2.37,3.4521,0.2576,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3892,-3.7229,1,201803,150000,3,1315.7895,"{""coordinates"":[-3.7229,40.3892],""type"":""Point""}",Madrid
3,A4423159167332128204,2,1,0,0,7,1998,12,4,73,null,2.109,3.3239,0.3901,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,40.3893,-3.7198,1,201803,208000,2,2849.3151,"{""coordinates"":[-3.7198,40.3893],""type"":""Point""}",Madrid
3,A12855814209841937978,1,0,1,0,5,1970,10,5,64,null,2.1771,3.6927,0.1763,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.3857,-3.7198,1,201803,92000,2,1437.5,"{""coordinates"":[-3.7198,40.3857],""type"":""Point""}",Madrid
3,A17942791283518524644,1,0,1,0,6,1968,29,8,105,1968,1.7671,2.7451,0.4127,1,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,40.3937,-3.7157,1,201803,322000,3,3066.6667,"{""coordinates"":[-3.7157,40.3937],""type"":""Point""}",Madrid
3,A5476121513162624430,2,0,0,1,5,1970,18,4,111,null,3.1034,3.8781,0.0527,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,40.3889,-3.7316,1,201803,210000,3,1891.8919,"{""coordinates"":[-3.7316,40.3889],""type"":""Point""}",Madrid
3,A13209178693329319009,1,0,1,0,5,1967,45,5,82,null,3.1017,3.901,0.0227,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,40.3886,-3.7315,1,201803,148000,3,1804.878,"{""coordinates"":[-3.7315,40.3886],""type"":""Point""}",Madrid
3,A7913428214750603020,2,0,0,1,4,2000,63,5,91,null,1.8305,3.1855,0.586,null,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,40.3897,-3.7166,1,201803,319000,3,3505.4945,"{""coordinates"":[-3.7166,40.3897],""type"":""Point""}",Madrid
3,A3342587510265465912,2,1,0,0,7,1963,17,4,82,null,2.3469,3.2079,0.2057,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,40.3916,-3.7227,1,201803,230000,3,2804.878,"{""coordinates"":[-3.7227,40.3916],""type"":""Point""}",Madrid
3,A6208484340189820650,2,0,0,1,7,1961,11,4,100,null,2.1684,3.0855,0.2977,1,3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,40.392,-3.7206,1,201803,249000,3,2490,"{""coordinates"":[-3.7206,40.392],""type"":""Point""}",Madrid
3,A6909079589534931577,1,0,0,1,6,1978,11,5,80,1978,2.0867,3.4379,0.3445,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,40.3881,-3.7194,1,201803,124000,3,1550,"{""coordinates"":[-3.7194,40.3881],""type"":""Point""}",Madrid
3,A13256570507494583611,1,0,0,1,7,1963,10,4,80,null,2.2209,3.3981,0.2949,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,40.3891,-3.7211,1,201803,129000,2,1612.5,"{""coordinates"":[-3.7211,40.3891],""type"":""Point""}",Madrid
3,A11090364242935734907,1,0,0,1,6,1970,6,5,71,null,2.2459,3.7331,0.2188,1,2,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,40.3856,-3.7206,1,201803,139000,3,1957.7465,"{""coordinates"":[-3.7206,40.3856],""type"":""Point""}",Madrid
3,A6631504447017341517,1,0,0,1,7,1963,11,6,93,null,3.0714,3.8985,0.0174,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,40.3884,-3.7311,1,201803,198000,3,2129.0323,"{""coordinates"":[-3.7311,40.3884],""type"":""Point""}",Madrid
3,A10161125135784077513,2,0,0,1,6,1958,9,4,75,null,2.5711,3.537,0.3303,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,40.3894,-3.7253,1,201803,123000,2,1640,"{""coordinates"":[-3.7253,40.3894],""type"":""Point""}",Madrid
3,A10793800724933602912,1,0,1,0,6,1960,11,5,82,null,2.9739,3.8656,0.1236,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,40.3881,-3.7299,1,201803,152000,3,1853.6585,"{""coordinates"":[-3.7299,40.3881],""type"":""Point""}",Madrid
3,A3324433105188173428,2,0,0,1,7,1992,9,5,100,null,2.3289,3.7438,0.1692,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,40.3858,-3.7217,1,201803,375000,4,3750,"{""coordinates"":[-3.7217,40.3858],""type"":""Point""}",Madrid
3,A7379907198532807601,1,0,0,1,7,1963,10,4,70,null,2.3024,3.4332,0.2579,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.3891,-3.7221,1,201803,111000,2,1585.7143,"{""coordinates"":[-3.7221,40.3891],""type"":""Point""}",Madrid
3,A16570274707135777662,1,0,0,1,7,1995,52,4,60,null,2.1024,2.8439,0.3491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3941,-3.7196,1,201803,90000,2,1500,"{""coordinates"":[-3.7196,40.3941],""type"":""Point""}",Madrid
3,A16873267557737471614,1,0,1,0,6,1958,9,4,72,1958,2.6759,3.6084,0.3841,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.3892,-3.7265,1,201803,126000,3,1750,"{""coordinates"":[-3.7265,40.3892],""type"":""Point""}",Madrid
3,A5847168914717750769,1,0,0,1,7,1963,10,4,70,null,2.3137,3.4068,0.2889,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.3894,-3.7223,1,201803,171000,3,2442.8571,"{""coordinates"":[-3.7223,40.3894],""type"":""Point""}",Madrid
3,A12081658495135706755,1,0,0,1,6,1976,7,6,66,null,2.6426,3.4647,0.38,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3906,-3.7262,1,201803,88000,3,1333.3333,"{""coordinates"":[-3.7262,40.3906],""type"":""Point""}",Madrid
3,A1578433319736338244,1,0,0,1,7,1961,42,7,90,null,2.2638,3.0909,0.195,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3924,-3.7217,1,201803,125000,4,1388.8889,"{""coordinates"":[-3.7217,40.3924],""type"":""Point""}",Madrid
2,A9413261267424289802,1,0,0,1,5,1973,30,8,51,null,1.7894,2.498,0.1462,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.3961,-3.7157,1,201803,223000,1,4372.549,"{""coordinates"":[-3.7157,40.3961],""type"":""Point""}",Madrid
3,A8557472674872294380,1,0,0,1,7,1976,6,5,40,1976,2.1065,2.8998,0.3331,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.3935,-3.7197,1,201803,140000,1,3500,"{""coordinates"":[-3.7197,40.3935],""type"":""Point""}",Madrid
2,A8477661314408254984,1,0,0,1,6,1969,9,5,92,1969,2.4049,3.767,0.1136,null,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,40.386,-3.7227,1,201803,123000,3,1336.9565,"{""coordinates"":[-3.7227,40.386],""type"":""Point""}",Madrid
3,A7320305249995373667,1,0,0,1,7,1965,12,4,69,1965,2.1205,3.4402,0.317,1,null,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,40.3882,-3.7198,1,201803,183000,3,2652.1739,"{""coordinates"":[-3.7198,40.3882],""type"":""Point""}",Madrid
3,A17236146278359166294,1,0,0,1,6,1958,10,3,78,null,2.5012,3.2984,0.2178,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.3915,-3.7245,1,201803,172000,3,2205.1282,"{""coordinates"":[-3.7245,40.3915],""type"":""Point""}",Madrid
3,A10221231864768057449,1,0,0,1,7,1968,49,8,60,null,2.3224,3.0765,0.1226,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,40.3928,-3.7223,1,201803,119000,2,1983.3333,"{""coordinates"":[-3.7223,40.3928],""type"":""Point""}",Madrid
3,A3170523268603903546,1,0,1,0,6,1958,2,4,72,1958,2.5862,3.5606,0.3229,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.3892,-3.7255,1,201803,110000,3,1527.7778,"{""coordinates"":[-3.7255,40.3892],""type"":""Point""}",Madrid
3,A3054771264770624019,1,0,0,1,6,1963,19,5,62,1963,2.3396,3.4053,0.2989,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,40.3896,-3.7226,1,201803,81000,2,1306.4516,"{""coordinates"":[-3.7226,40.3896],""type"":""Point""}",Madrid
3,A1393148299018326355,1,0,0,1,7,1963,10,4,60,null,2.2801,3.4477,0.2417,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3888,-3.7218,1,201803,110000,2,1833.3333,"{""coordinates"":[-3.7218,40.3888],""type"":""Point""}",Madrid
3,A9201056004014066062,1,0,0,1,6,1965,21,5,79,1965,2.2912,3.3359,0.3617,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.39,-3.722,1,201803,131000,2,1658.2278,"{""coordinates"":[-3.722,40.39],""type"":""Point""}",Madrid
3,A16989261540637910821,2,0,0,1,5,1979,41,4,80,null,2.179,3.2143,0.3768,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3908,-3.7207,1,201803,250000,3,3125,"{""coordinates"":[-3.7207,40.3908],""type"":""Point""}",Madrid
3,A17482508809233075844,1,0,1,0,7,1961,42,7,63,null,2.3202,3.0672,0.1213,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,40.3929,-3.7223,1,201803,121000,3,1920.6349,"{""coordinates"":[-3.7223,40.3929],""type"":""Point""}",Madrid
3,A17066292373682903871,1,0,0,1,7,1952,19,6,65,1952,2.4015,3.0234,0.0619,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.3938,-3.7232,1,201803,182000,3,2800,"{""coordinates"":[-3.7232,40.3938],""type"":""Point""}",Madrid
3,A14348967525239053601,1,0,0,1,5,1969,13,5,66,1969,2.3045,3.7228,0.1775,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,40.386,-3.7214,1,201803,73000,3,1106.0606,"{""coordinates"":[-3.7214,40.386],""type"":""Point""}",Madrid
3,A15837361622448690085,2,0,0,1,5,1974,17,8,91,null,2.7624,3.9141,0.3399,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,40.3862,-3.727,1,201803,202000,3,2219.7802,"{""coordinates"":[-3.727,40.3862],""type"":""Point""}",Madrid
2,A11426902521746735020,1,0,0,1,5,1979,9,4,61,1979,2.3567,3.4645,0.2374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.389,-3.7227,1,201803,98000,2,1606.5574,"{""coordinates"":[-3.7227,40.389],""type"":""Point""}",Madrid
3,A6692994677975443920,1,0,0,1,4,1974,17,4,75,null,1.9371,3.3549,0.4232,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,40.3884,-3.7176,1,201803,161000,3,2146.6667,"{""coordinates"":[-3.7176,40.3884],""type"":""Point""}",Madrid
3,A9843126626919978103,1,0,0,1,8,1995,1,1,75,null,2.1574,3.2412,0.4225,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,40.3904,-3.7205,1,201803,134000,3,1786.6667,"{""coordinates"":[-3.7205,40.3904],""type"":""Point""}",Madrid
3,A6991018291942559428,1,0,1,0,8,1961,10,5,45,1961,2.087,2.6869,0.3456,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.3955,-3.7193,1,201803,120000,1,2666.6667,"{""coordinates"":[-3.7193,40.3955],""type"":""Point""}",Madrid
3,A6810064060766221509,1,0,0,1,7,1965,9,4,78,1965,2.832,3.794,0.2663,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.388,-3.7282,1,201803,149000,3,1910.2564,"{""coordinates"":[-3.7282,40.388],""type"":""Point""}",Madrid
3,A16810360578268657149,2,0,0,1,7,1960,49,8,87,null,2.2986,3.085,0.1532,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.3926,-3.7221,1,201803,177000,3,2034.4828,"{""coordinates"":[-3.7221,40.3926],""type"":""Point""}",Madrid
3,A12762821258458773404,1,0,0,1,7,1968,49,8,60,null,2.3017,3.1091,0.164,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,40.3924,-3.7221,1,201803,118000,2,1966.6667,"{""coordinates"":[-3.7221,40.3924],""type"":""Point""}",Madrid
1,A13079425387175160978,1,0,1,0,6,1958,9,4,84,null,2.5472,3.5715,0.2673,null,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3889,-3.725,1,201803,101000,3,1202.381,"{""coordinates"":[-3.725,40.3889],""type"":""Point""}",Madrid
3,A4563440389549513554,1,0,0,1,5,1970,18,4,65,null,3.0929,3.8761,0.0439,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3889,-3.7314,1,201803,114000,2,1753.8462,"{""coordinates"":[-3.7314,40.3889],""type"":""Point""}",Madrid
1,A17477125414078207946,1,0,0,1,6,1963,19,5,62,1963,2.3336,3.4409,0.2563,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3891,-3.7225,1,201803,90000,2,1451.6129,"{""coordinates"":[-3.7225,40.3891],""type"":""Point""}",Madrid
1,A9493604770855958259,2,0,0,1,4,1995,67,9,102,null,1.9238,2.5824,0.2067,1,null,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,40.3958,-3.7173,1,201803,244000,2,2392.1569,"{""coordinates"":[-3.7173,40.3958],""type"":""Point""}",Madrid
3,A10491647483795332942,1,0,0,1,8,1965,9,5,90,null,1.7229,2.9148,0.6067,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,40.3919,-3.7153,1,201803,209000,3,2322.2222,"{""coordinates"":[-3.7153,40.3919],""type"":""Point""}",Madrid
3,A6278935436134864482,1,0,0,1,6,1970,6,5,71,null,2.2736,3.6828,0.1818,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,40.3863,-3.7212,1,201803,142000,3,2000,"{""coordinates"":[-3.7212,40.3863],""type"":""Point""}",Madrid
1,A10620442996213459242,1,0,0,1,4,2000,63,5,80,null,1.7366,3.1206,0.6502,null,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.39,-3.7155,1,201803,122000,3,1525,"{""coordinates"":[-3.7155,40.39],""type"":""Point""}",Madrid
3,A16305961265146385022,1,0,0,1,7,1956,9,4,61,1956,2.8109,3.7487,0.2788,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3884,-3.728,1,201803,108000,3,1770.4918,"{""coordinates"":[-3.728,40.3884],""type"":""Point""}",Madrid
3,A18400822100937234552,1,0,0,1,5,1959,15,7,71,1959,2.4795,3.416,0.3589,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.3902,-3.7243,1,201803,139000,3,1957.7465,"{""coordinates"":[-3.7243,40.3902],""type"":""Point""}",Madrid
3,A13570992996415055496,1,0,0,1,7,1961,42,7,62,1961,2.2453,3.089,0.2145,1,3,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,40.3923,-3.7215,1,201803,104000,2,1677.4194,"{""coordinates"":[-3.7215,40.3923],""type"":""Point""}",Madrid
3,A5748185349664742659,2,0,1,0,5,1976,47,5,290,null,1.9233,3.2759,0.5061,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3891,-3.7176,1,201803,297000,1,1024.1379,"{""coordinates"":[-3.7176,40.3891],""type"":""Point""}",Madrid
3,A1065403950124184122,2,0,0,1,5,1960,36,7,113,null,1.7277,2.5615,0.2489,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.3952,-3.715,1,201803,317000,3,2805.3097,"{""coordinates"":[-3.715,40.3952],""type"":""Point""}",Madrid
3,A4854343073177670293,2,0,0,1,7,1961,42,7,92,null,2.2416,3.0708,0.2097,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3925,-3.7214,1,201803,119000,3,1293.4783,"{""coordinates"":[-3.7214,40.3925],""type"":""Point""}",Madrid
3,A2044814585727247843,1,0,0,1,7,1961,42,7,63,null,2.3209,3.1296,0.1581,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,40.3923,-3.7224,1,201803,129000,2,2047.619,"{""coordinates"":[-3.7224,40.3923],""type"":""Point""}",Madrid
3,A16603807667741168298,1,0,0,1,7,1952,16,3,70,1952,2.4974,3.2086,0.1237,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3924,-3.7244,1,201803,190000,2,2714.2857,"{""coordinates"":[-3.7244,40.3924],""type"":""Point""}",Madrid
3,A11281664384724457588,2,0,0,1,5,1974,17,8,92,null,2.7292,3.8397,0.3107,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.3869,-3.7268,1,201803,127000,3,1380.4348,"{""coordinates"":[-3.7268,40.3869],""type"":""Point""}",Madrid
3,A14453372358306584683,1,0,1,0,6,1978,70,10,74,null,1.8126,2.4283,0.0606,1,null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.3968,-3.7159,1,201803,164000,2,2216.2162,"{""coordinates"":[-3.7159,40.3968],""type"":""Point""}",Madrid
