LOCATIONID,LOCATIONNAME,WKT,ZONELEVELID,city
0-EU-ES-46-02-002-250-01-006,Sant Francesc,"{""coordinates"":[[[[-0.3797,39.472],[-0.3797,39.4712],[-0.3806,39.471],[-0.3812,39.4709],[-0.382,39.4709],[-0.3827,39.4709],[-0.3836,39.4706],[-0.3834,39.4704],[-0.3834,39.4703],[-0.3824,39.4696],[-0.3813,39.4688],[-0.3806,39.4685],[-0.38,39.4683],[-0.3785,39.4679],[-0.377,39.4676],[-0.3756,39.4672],[-0.3749,39.4672],[-0.3749,39.4672],[-0.3749,39.4671],[-0.3748,39.4671],[-0.3743,39.4675],[-0.3738,39.4679],[-0.3728,39.4686],[-0.3719,39.4692],[-0.3713,39.4697],[-0.3705,39.4703],[-0.3698,39.4709],[-0.3694,39.4713],[-0.369,39.4718],[-0.369,39.4718],[-0.3691,39.472],[-0.3699,39.4723],[-0.3702,39.4727],[-0.3707,39.4728],[-0.3709,39.4722],[-0.3716,39.4723],[-0.3718,39.4715],[-0.3725,39.4715],[-0.3738,39.4719],[-0.3742,39.4719],[-0.3744,39.4719],[-0.3746,39.4719],[-0.3751,39.4715],[-0.3753,39.4714],[-0.3756,39.4721],[-0.3756,39.4723],[-0.3755,39.4726],[-0.3754,39.4727],[-0.3753,39.4729],[-0.3752,39.473],[-0.3748,39.4729],[-0.3744,39.4727],[-0.3744,39.4729],[-0.3743,39.4732],[-0.3742,39.4735],[-0.3748,39.4736],[-0.3755,39.4738],[-0.3756,39.4738],[-0.3756,39.4738],[-0.3766,39.4725],[-0.3775,39.4713],[-0.3778,39.471],[-0.3785,39.4714],[-0.3789,39.4716],[-0.3792,39.4719],[-0.3797,39.472],[-0.3797,39.472]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-06-003,Jaume Roig,"{""coordinates"":[[[[-0.3664,39.4794],[-0.3659,39.4793],[-0.3652,39.4791],[-0.3645,39.4804],[-0.363,39.48],[-0.3612,39.4794],[-0.3607,39.4805],[-0.3601,39.481],[-0.3599,39.4811],[-0.3595,39.4814],[-0.3604,39.482],[-0.3612,39.4826],[-0.3628,39.4838],[-0.3623,39.4848],[-0.3627,39.4849],[-0.3636,39.4851],[-0.3636,39.4851],[-0.3637,39.4848],[-0.364,39.4842],[-0.3644,39.4835],[-0.3646,39.4831],[-0.3652,39.4818],[-0.3656,39.481],[-0.3664,39.4794]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-03-002,La Roqueta,"{""coordinates"":[[[[-0.3842,39.4693],[-0.384,39.4691],[-0.3833,39.468],[-0.3826,39.4669],[-0.3818,39.4659],[-0.3812,39.465],[-0.3806,39.464],[-0.3801,39.4635],[-0.3796,39.4633],[-0.3784,39.4632],[-0.378,39.4645],[-0.3772,39.467],[-0.377,39.4676],[-0.3785,39.4679],[-0.38,39.4683],[-0.3806,39.4685],[-0.3813,39.4688],[-0.3821,39.4693],[-0.3824,39.4696],[-0.3826,39.4698],[-0.3834,39.4703],[-0.3834,39.4703],[-0.3836,39.4701],[-0.3838,39.4698],[-0.384,39.4695],[-0.3841,39.4694],[-0.3842,39.4693],[-0.3842,39.4693]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-04-002,Les Tendetes,"{""coordinates"":[[[[-0.3827,39.4823],[-0.382,39.4826],[-0.3821,39.4829],[-0.3831,39.4836],[-0.3837,39.4841],[-0.3852,39.4851],[-0.3856,39.4854],[-0.3864,39.4859],[-0.387,39.4865],[-0.3872,39.4864],[-0.388,39.4861],[-0.3882,39.486],[-0.3882,39.4856],[-0.3882,39.4854],[-0.3889,39.4851],[-0.388,39.4839],[-0.3886,39.4836],[-0.3888,39.4834],[-0.3873,39.4813],[-0.3868,39.4805],[-0.3864,39.4807],[-0.3855,39.4811],[-0.3844,39.4816],[-0.384,39.4818],[-0.3838,39.4818],[-0.3827,39.4823]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-05-001,Marxalenes,"{""coordinates"":[[[[-0.3804,39.483],[-0.379,39.4829],[-0.3788,39.4842],[-0.3786,39.4853],[-0.3785,39.4856],[-0.3781,39.4863],[-0.3782,39.4863],[-0.3788,39.4864],[-0.379,39.4864],[-0.3794,39.4877],[-0.3809,39.4874],[-0.3816,39.4873],[-0.3835,39.4882],[-0.3837,39.4883],[-0.384,39.4884],[-0.3855,39.4891],[-0.3857,39.4892],[-0.3859,39.4893],[-0.3862,39.4894],[-0.3871,39.4892],[-0.3887,39.4888],[-0.3894,39.4886],[-0.3895,39.4886],[-0.3882,39.4873],[-0.388,39.4872],[-0.387,39.4865],[-0.3863,39.4859],[-0.3857,39.4854],[-0.3853,39.4851],[-0.3845,39.4846],[-0.3832,39.4837],[-0.3821,39.4829],[-0.382,39.4826],[-0.3804,39.483]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-07-001,Nou Moles,"{""coordinates"":[[[[-0.3963,39.4756],[-0.3969,39.4765],[-0.3973,39.4762],[-0.398,39.476],[-0.3994,39.4757],[-0.4032,39.4751],[-0.4052,39.4747],[-0.4059,39.4744],[-0.4056,39.4731],[-0.4055,39.4722],[-0.4052,39.4711],[-0.4053,39.4705],[-0.4057,39.4698],[-0.405,39.4697],[-0.4027,39.4693],[-0.3998,39.4688],[-0.3981,39.4685],[-0.396,39.4681],[-0.3955,39.468],[-0.3944,39.4678],[-0.3934,39.4676],[-0.3926,39.4674],[-0.3901,39.467],[-0.3908,39.468],[-0.3915,39.469],[-0.3925,39.4704],[-0.3933,39.4715],[-0.3951,39.474],[-0.3958,39.4749],[-0.3963,39.4756]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-02-001,Russafa,"{""coordinates"":[[[[-0.377,39.4676],[-0.3778,39.4652],[-0.3784,39.4632],[-0.3789,39.4617],[-0.3794,39.4604],[-0.38,39.4585],[-0.3806,39.4568],[-0.3807,39.4566],[-0.3808,39.4558],[-0.3809,39.4553],[-0.3796,39.4553],[-0.3777,39.4561],[-0.3758,39.4569],[-0.3754,39.4571],[-0.3742,39.4576],[-0.3704,39.4592],[-0.3692,39.4597],[-0.3671,39.4606],[-0.3663,39.461],[-0.3644,39.4617],[-0.3632,39.4623],[-0.3625,39.4625],[-0.365,39.4631],[-0.3684,39.4638],[-0.371,39.4644],[-0.3731,39.4649],[-0.3739,39.4651],[-0.3742,39.4657],[-0.3749,39.4672],[-0.3756,39.4672],[-0.3764,39.4674],[-0.377,39.4676]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-11-002,El Cabanyal-El Canyamelar,"{""coordinates"":[[[[-0.3305,39.4629],[-0.3296,39.4628],[-0.3293,39.4629],[-0.3285,39.463],[-0.3283,39.463],[-0.3279,39.4631],[-0.327,39.4632],[-0.3261,39.4632],[-0.3254,39.4632],[-0.3237,39.4631],[-0.3218,39.463],[-0.3195,39.463],[-0.3197,39.4637],[-0.3203,39.4652],[-0.3211,39.4678],[-0.3217,39.4695],[-0.322,39.4708],[-0.3221,39.472],[-0.3226,39.4747],[-0.3237,39.4746],[-0.3254,39.4745],[-0.326,39.4746],[-0.3276,39.4747],[-0.329,39.4751],[-0.3305,39.4755],[-0.3314,39.4758],[-0.3334,39.4764],[-0.3335,39.4761],[-0.3335,39.4756],[-0.3338,39.4743],[-0.3341,39.4728],[-0.3344,39.4711],[-0.3348,39.4696],[-0.3349,39.4685],[-0.335,39.4681],[-0.335,39.4677],[-0.3351,39.4672],[-0.3352,39.4669],[-0.3352,39.4667],[-0.3354,39.466],[-0.3355,39.4656],[-0.3358,39.4651],[-0.3359,39.4647],[-0.3364,39.464],[-0.3366,39.4637],[-0.3365,39.4636],[-0.3358,39.4635],[-0.3353,39.4634],[-0.3343,39.4633],[-0.3337,39.4632],[-0.3334,39.4632],[-0.3331,39.4632],[-0.3325,39.4631],[-0.3317,39.463],[-0.3311,39.4629],[-0.3305,39.4629]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-07-005,La Llum,"{""coordinates"":[[[[-0.4154,39.4677],[-0.415,39.4669],[-0.414,39.4666],[-0.4125,39.4667],[-0.4115,39.4665],[-0.412,39.4659],[-0.41,39.466],[-0.4101,39.4671],[-0.4105,39.4697],[-0.4134,39.4695],[-0.4141,39.4695],[-0.4145,39.4694],[-0.4154,39.4693],[-0.4173,39.4692],[-0.418,39.4691],[-0.4176,39.4686],[-0.4154,39.4677]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-11-004,Beteró,"{""coordinates"":[[[[-0.3335,39.4761],[-0.3356,39.4767],[-0.3359,39.4761],[-0.3361,39.4755],[-0.3366,39.4746],[-0.337,39.4737],[-0.3374,39.4729],[-0.3374,39.4725],[-0.3379,39.4716],[-0.3383,39.4708],[-0.3389,39.471],[-0.3391,39.4704],[-0.3399,39.469],[-0.3393,39.4688],[-0.3387,39.4686],[-0.3386,39.4688],[-0.3374,39.4687],[-0.3349,39.4685],[-0.3348,39.4696],[-0.3345,39.4709],[-0.3343,39.4717],[-0.3342,39.4722],[-0.3341,39.4729],[-0.3338,39.4743],[-0.3337,39.4749],[-0.3335,39.4756],[-0.3335,39.4761]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-08-005,Barrio de Favara,"{""coordinates"":[[[[-0.3903,39.4565],[-0.3904,39.4565],[-0.3906,39.4565],[-0.391,39.4564],[-0.3916,39.4564],[-0.3948,39.4562],[-0.3958,39.4561],[-0.3963,39.4559],[-0.3969,39.4556],[-0.3972,39.4554],[-0.3983,39.4546],[-0.3974,39.454],[-0.3984,39.4525],[-0.3972,39.4516],[-0.3955,39.4503],[-0.3949,39.4498],[-0.3941,39.4508],[-0.3931,39.4522],[-0.3911,39.4553],[-0.3903,39.4565]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-12-002,Albors,"{""coordinates"":[[[[-0.3524,39.4709],[-0.3526,39.471],[-0.3528,39.471],[-0.3532,39.4712],[-0.3536,39.4713],[-0.3544,39.4715],[-0.3549,39.4706],[-0.3554,39.4695],[-0.3558,39.4687],[-0.3566,39.467],[-0.3562,39.4669],[-0.3543,39.4663],[-0.3521,39.4658],[-0.3513,39.4655],[-0.3511,39.4661],[-0.3504,39.4678],[-0.3499,39.469],[-0.3488,39.4688],[-0.3484,39.4697],[-0.3495,39.47],[-0.3504,39.4703],[-0.3508,39.4704],[-0.3516,39.4707],[-0.3524,39.4709]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-15-001,Els Orriols,"{""coordinates"":[[[[-0.3685,39.4914],[-0.3692,39.4918],[-0.3684,39.4924],[-0.368,39.4928],[-0.3672,39.4934],[-0.368,39.4939],[-0.3687,39.4944],[-0.3674,39.4955],[-0.3667,39.495],[-0.3665,39.495],[-0.3663,39.4952],[-0.3682,39.4967],[-0.3676,39.4973],[-0.3692,39.4978],[-0.3683,39.4999],[-0.3691,39.5],[-0.3697,39.5002],[-0.3696,39.5005],[-0.3693,39.5011],[-0.3686,39.5019],[-0.3682,39.5018],[-0.3677,39.5033],[-0.3673,39.5034],[-0.3669,39.5041],[-0.3674,39.5043],[-0.3678,39.5044],[-0.3679,39.5041],[-0.3684,39.5028],[-0.3688,39.5018],[-0.3695,39.501],[-0.3698,39.5006],[-0.3698,39.5005],[-0.3705,39.5006],[-0.3707,39.4999],[-0.3707,39.4993],[-0.3711,39.4986],[-0.3718,39.497],[-0.3708,39.4968],[-0.371,39.4963],[-0.3702,39.496],[-0.3711,39.4949],[-0.3716,39.4952],[-0.372,39.4946],[-0.3724,39.4943],[-0.3726,39.4942],[-0.3727,39.4941],[-0.3729,39.4938],[-0.3732,39.4933],[-0.3737,39.4924],[-0.374,39.492],[-0.3736,39.4919],[-0.3717,39.4904],[-0.3711,39.49],[-0.3702,39.4893],[-0.3684,39.488],[-0.3671,39.4887],[-0.3691,39.4901],[-0.3689,39.4903],[-0.3681,39.491],[-0.3685,39.4914]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-10-001,Mont-Olivet,"{""coordinates"":[[[[-0.3633,39.4567],[-0.3628,39.4568],[-0.3623,39.4571],[-0.362,39.4572],[-0.3614,39.4574],[-0.3602,39.458],[-0.3593,39.4584],[-0.3582,39.4588],[-0.3572,39.4594],[-0.3568,39.4596],[-0.3579,39.46],[-0.358,39.4601],[-0.3581,39.4603],[-0.3584,39.4607],[-0.3585,39.4608],[-0.359,39.4614],[-0.3594,39.4619],[-0.3597,39.4623],[-0.3598,39.4627],[-0.3599,39.4631],[-0.36,39.4633],[-0.3609,39.4632],[-0.3625,39.4625],[-0.3641,39.4619],[-0.3656,39.4613],[-0.3693,39.4597],[-0.3667,39.4552],[-0.364,39.4563],[-0.3633,39.4567]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-16-002,Ciutat Fallera,"{""coordinates"":[[[[-0.3976,39.4954],[-0.397,39.4958],[-0.3967,39.4955],[-0.3962,39.4958],[-0.3944,39.4969],[-0.3939,39.4971],[-0.3933,39.4975],[-0.393,39.4976],[-0.3927,39.4978],[-0.3924,39.498],[-0.392,39.4982],[-0.3914,39.4986],[-0.3911,39.4987],[-0.3889,39.5001],[-0.3886,39.5003],[-0.3898,39.5013],[-0.3921,39.5031],[-0.393,39.503],[-0.3942,39.5031],[-0.3956,39.5022],[-0.397,39.5014],[-0.3991,39.5003],[-0.4015,39.4989],[-0.4012,39.4986],[-0.4002,39.4977],[-0.3988,39.4965],[-0.3976,39.4954]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-13-001,L'Illa Perduda,"{""coordinates"":[[[[-0.3354,39.466],[-0.3352,39.4669],[-0.3351,39.4672],[-0.335,39.4678],[-0.3349,39.4685],[-0.3359,39.4686],[-0.3374,39.4687],[-0.3386,39.4688],[-0.3387,39.4686],[-0.3399,39.469],[-0.3393,39.47],[-0.3392,39.4704],[-0.339,39.4707],[-0.3389,39.471],[-0.3396,39.4712],[-0.3404,39.4715],[-0.3407,39.4715],[-0.3409,39.4716],[-0.3413,39.4717],[-0.3414,39.4718],[-0.3418,39.4719],[-0.3421,39.472],[-0.3423,39.472],[-0.3424,39.4718],[-0.3429,39.4707],[-0.3439,39.4687],[-0.3437,39.4687],[-0.3435,39.4685],[-0.3433,39.4683],[-0.3423,39.468],[-0.3402,39.4674],[-0.3385,39.4669],[-0.337,39.4665],[-0.3354,39.466]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-10-002,En Corts,"{""coordinates"":[[[[-0.3693,39.4597],[-0.3704,39.4592],[-0.3721,39.4585],[-0.375,39.4572],[-0.3753,39.4571],[-0.3758,39.4569],[-0.3728,39.4527],[-0.3716,39.451],[-0.3711,39.4524],[-0.3715,39.4532],[-0.3697,39.4539],[-0.3672,39.455],[-0.3667,39.4552],[-0.3693,39.4597]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-14-001,Benimaclet,"{""coordinates"":[[[[-0.3701,39.4863],[-0.3696,39.4862],[-0.3692,39.4863],[-0.3688,39.4862],[-0.3686,39.4866],[-0.3665,39.486],[-0.3654,39.4857],[-0.3646,39.4862],[-0.364,39.4857],[-0.3635,39.4853],[-0.3636,39.4851],[-0.3631,39.485],[-0.3623,39.4848],[-0.3626,39.4843],[-0.3628,39.4838],[-0.3617,39.483],[-0.3604,39.4821],[-0.3595,39.4814],[-0.3583,39.4805],[-0.3571,39.4796],[-0.3563,39.479],[-0.356,39.4788],[-0.3555,39.4784],[-0.3548,39.4782],[-0.3547,39.4783],[-0.3547,39.4784],[-0.3546,39.4786],[-0.3546,39.4786],[-0.3543,39.479],[-0.3541,39.4794],[-0.3539,39.4796],[-0.3539,39.4796],[-0.3538,39.4797],[-0.3536,39.4799],[-0.3533,39.4802],[-0.3532,39.4803],[-0.353,39.4805],[-0.3527,39.4808],[-0.352,39.4812],[-0.3515,39.4815],[-0.3522,39.4818],[-0.3535,39.4822],[-0.3544,39.4824],[-0.3543,39.4826],[-0.3542,39.4836],[-0.3541,39.4844],[-0.3548,39.4845],[-0.3547,39.485],[-0.3546,39.4858],[-0.3553,39.4858],[-0.3556,39.4859],[-0.3564,39.486],[-0.3563,39.4868],[-0.3563,39.4869],[-0.3564,39.487],[-0.3568,39.487],[-0.357,39.487],[-0.3576,39.4871],[-0.3576,39.4872],[-0.3588,39.4874],[-0.3593,39.4875],[-0.3592,39.4879],[-0.359,39.4889],[-0.3601,39.489],[-0.3603,39.489],[-0.3604,39.4887],[-0.3605,39.4885],[-0.3611,39.4885],[-0.3616,39.4886],[-0.3619,39.4886],[-0.3623,39.4886],[-0.3625,39.4884],[-0.3628,39.4882],[-0.363,39.488],[-0.3628,39.4878],[-0.363,39.4877],[-0.3633,39.4874],[-0.364,39.4869],[-0.3642,39.487],[-0.3646,39.4873],[-0.3648,39.4875],[-0.365,39.4876],[-0.3653,39.4879],[-0.3661,39.4884],[-0.3658,39.4885],[-0.3655,39.4887],[-0.3653,39.4888],[-0.365,39.489],[-0.3649,39.4891],[-0.3647,39.4892],[-0.3651,39.4895],[-0.3654,39.4897],[-0.3656,39.4896],[-0.3658,39.4894],[-0.366,39.4893],[-0.3665,39.4891],[-0.3668,39.4889],[-0.3671,39.4887],[-0.3684,39.488],[-0.3697,39.487],[-0.3698,39.4869],[-0.3701,39.4863]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-04-006,Nou Campanar,"{""coordinates"":[[[[-0.4103,39.4814],[-0.4132,39.479],[-0.4123,39.4781],[-0.4123,39.4778],[-0.4118,39.4771],[-0.4113,39.4762],[-0.4103,39.4759],[-0.4102,39.4757],[-0.4102,39.4751],[-0.4101,39.4748],[-0.4088,39.474],[-0.4079,39.474],[-0.4073,39.4741],[-0.4067,39.4742],[-0.4061,39.4743],[-0.4059,39.4744],[-0.4052,39.4747],[-0.4042,39.4749],[-0.4034,39.4751],[-0.4033,39.4751],[-0.403,39.4752],[-0.4022,39.4753],[-0.401,39.4755],[-0.3998,39.4757],[-0.3994,39.4757],[-0.3992,39.4758],[-0.3997,39.4773],[-0.4,39.4784],[-0.3993,39.4786],[-0.3986,39.4789],[-0.4012,39.4826],[-0.4017,39.4833],[-0.4027,39.4829],[-0.404,39.4824],[-0.4046,39.4832],[-0.4066,39.4824],[-0.4067,39.4819],[-0.4073,39.481],[-0.4103,39.4814]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-16-003,Nou Benicalap,"{""coordinates"":[[[[-0.3911,39.4987],[-0.3939,39.4971],[-0.3911,39.4943],[-0.3905,39.494],[-0.3885,39.4933],[-0.3863,39.4926],[-0.3832,39.4932],[-0.3817,39.4936],[-0.3801,39.4939],[-0.3804,39.495],[-0.3813,39.4973],[-0.3813,39.4989],[-0.3822,39.4987],[-0.3865,39.4981],[-0.3886,39.5003],[-0.3889,39.5001],[-0.3911,39.4987]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-01-003,El Carme,"{""coordinates"":[[[[-0.3792,39.4766],[-0.3791,39.4766],[-0.3783,39.4767],[-0.3769,39.4766],[-0.3769,39.4773],[-0.3769,39.4774],[-0.3761,39.479],[-0.3749,39.479],[-0.3748,39.479],[-0.3746,39.4793],[-0.3741,39.4799],[-0.3736,39.4805],[-0.375,39.4816],[-0.3773,39.4828],[-0.379,39.4829],[-0.3804,39.483],[-0.3803,39.4819],[-0.3803,39.4814],[-0.3805,39.4813],[-0.3809,39.4812],[-0.3822,39.4808],[-0.3827,39.4805],[-0.383,39.4803],[-0.3831,39.4801],[-0.3833,39.4794],[-0.3835,39.4789],[-0.3837,39.4783],[-0.3836,39.4782],[-0.3836,39.4778],[-0.3837,39.4774],[-0.3838,39.477],[-0.3838,39.4767],[-0.384,39.4757],[-0.3831,39.4759],[-0.3824,39.476],[-0.3819,39.4761],[-0.3813,39.4762],[-0.3803,39.4763],[-0.3798,39.4764],[-0.3792,39.4766]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-02-002,El Pla del Remei,"{""coordinates"":[[[[-0.3736,39.465],[-0.3716,39.4658],[-0.3667,39.4678],[-0.3641,39.4689],[-0.3648,39.4699],[-0.3652,39.4706],[-0.3651,39.4707],[-0.3656,39.4713],[-0.3663,39.4721],[-0.3667,39.4725],[-0.3668,39.4727],[-0.368,39.4723],[-0.368,39.472],[-0.3683,39.4719],[-0.369,39.4718],[-0.369,39.4718],[-0.3698,39.4709],[-0.3713,39.4697],[-0.3717,39.4694],[-0.372,39.4691],[-0.3729,39.4685],[-0.3736,39.468],[-0.3741,39.4676],[-0.3748,39.4671],[-0.3749,39.4671],[-0.3742,39.4657],[-0.3739,39.4651],[-0.3736,39.465]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-02-003,Gran Vía,"{""coordinates"":[[[[-0.3641,39.4689],[-0.3656,39.4683],[-0.3667,39.4678],[-0.3693,39.4667],[-0.3712,39.466],[-0.3717,39.4657],[-0.3723,39.4655],[-0.3728,39.4653],[-0.3736,39.465],[-0.3731,39.4648],[-0.3718,39.4646],[-0.3702,39.4642],[-0.368,39.4637],[-0.3649,39.463],[-0.3625,39.4625],[-0.3609,39.4632],[-0.3611,39.4634],[-0.3615,39.4643],[-0.3621,39.4656],[-0.3623,39.4659],[-0.3625,39.4662],[-0.3629,39.4669],[-0.3634,39.4677],[-0.3641,39.4689]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-03-003,La Petxina,"{""coordinates"":[[[[-0.3907,39.4782],[-0.3912,39.4789],[-0.392,39.4785],[-0.3926,39.4783],[-0.3931,39.4781],[-0.3933,39.4781],[-0.3934,39.478],[-0.395,39.4773],[-0.3969,39.4765],[-0.3955,39.4745],[-0.3947,39.4734],[-0.3931,39.4712],[-0.3921,39.4698],[-0.3916,39.4691],[-0.3915,39.469],[-0.3912,39.4691],[-0.39,39.4694],[-0.3887,39.4697],[-0.3884,39.4699],[-0.3875,39.4707],[-0.3864,39.4716],[-0.3863,39.4718],[-0.3861,39.4719],[-0.3862,39.4721],[-0.3863,39.4722],[-0.3871,39.4732],[-0.3872,39.4734],[-0.3872,39.4734],[-0.3879,39.4744],[-0.3883,39.4749],[-0.3894,39.4764],[-0.3896,39.4768],[-0.3901,39.4775],[-0.3907,39.4782]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-03-001,El Botànic,"{""coordinates"":[[[[-0.3834,39.4703],[-0.3834,39.4704],[-0.3836,39.4706],[-0.384,39.4716],[-0.384,39.472],[-0.384,39.4724],[-0.384,39.4732],[-0.3839,39.474],[-0.384,39.4753],[-0.384,39.4757],[-0.3837,39.4771],[-0.3836,39.4778],[-0.3836,39.4782],[-0.3837,39.4783],[-0.3834,39.4792],[-0.3832,39.4796],[-0.383,39.4803],[-0.3827,39.4805],[-0.3822,39.4808],[-0.3805,39.4813],[-0.3803,39.4814],[-0.3804,39.483],[-0.382,39.4826],[-0.384,39.4818],[-0.3868,39.4805],[-0.3888,39.4796],[-0.391,39.479],[-0.3912,39.4789],[-0.3898,39.477],[-0.3884,39.475],[-0.3872,39.4734],[-0.3862,39.4721],[-0.3858,39.4714],[-0.3849,39.4703],[-0.3844,39.4696],[-0.3842,39.4693],[-0.3841,39.4694],[-0.3836,39.4701],[-0.3834,39.4703]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-01-004,El Pilar,"{""coordinates"":[[[[-0.3811,39.4761],[-0.3811,39.4762],[-0.3817,39.4761],[-0.3819,39.4761],[-0.3824,39.476],[-0.3831,39.4759],[-0.384,39.4757],[-0.384,39.475],[-0.3839,39.474],[-0.384,39.4732],[-0.384,39.4725],[-0.384,39.4723],[-0.384,39.472],[-0.384,39.4716],[-0.3836,39.4706],[-0.3827,39.4709],[-0.382,39.4709],[-0.3812,39.4709],[-0.3807,39.471],[-0.3803,39.4711],[-0.3797,39.4712],[-0.3797,39.4724],[-0.3802,39.4724],[-0.381,39.4723],[-0.381,39.4724],[-0.3809,39.4726],[-0.3807,39.4728],[-0.3804,39.4732],[-0.381,39.4734],[-0.3811,39.4736],[-0.3812,39.4737],[-0.3812,39.4741],[-0.3813,39.4744],[-0.3812,39.4747],[-0.3811,39.4748],[-0.381,39.4751],[-0.3808,39.4754],[-0.381,39.4754],[-0.3811,39.4756],[-0.3811,39.4761]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-05-003,Trinitat,"{""coordinates"":[[[[-0.3692,39.4863],[-0.3696,39.4862],[-0.3701,39.4863],[-0.3704,39.486],[-0.3708,39.4854],[-0.3716,39.4842],[-0.372,39.4836],[-0.3724,39.4829],[-0.3725,39.4827],[-0.373,39.4818],[-0.3739,39.4807],[-0.3736,39.4805],[-0.3736,39.4805],[-0.3735,39.4804],[-0.3727,39.48],[-0.3721,39.4797],[-0.3713,39.4789],[-0.3704,39.4785],[-0.3696,39.478],[-0.3688,39.4775],[-0.3681,39.4771],[-0.3675,39.4772],[-0.3673,39.4774],[-0.3671,39.478],[-0.3664,39.4794],[-0.366,39.4802],[-0.3656,39.481],[-0.3652,39.4818],[-0.365,39.4823],[-0.3646,39.4832],[-0.364,39.4843],[-0.3636,39.4851],[-0.3636,39.4851],[-0.3635,39.4853],[-0.3646,39.4862],[-0.3654,39.4857],[-0.3678,39.4863],[-0.3686,39.4866],[-0.3687,39.4862],[-0.3692,39.4863]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-11-005,Natzaret,"{""coordinates"":[[[[-0.3316,39.4533],[-0.333,39.4546],[-0.3343,39.4548],[-0.3346,39.4548],[-0.3348,39.454],[-0.3349,39.4533],[-0.335,39.4528],[-0.3352,39.4516],[-0.3355,39.4494],[-0.3356,39.4484],[-0.3354,39.4484],[-0.3356,39.4464],[-0.3358,39.4444],[-0.336,39.4423],[-0.3363,39.4398],[-0.3364,39.4385],[-0.3364,39.438],[-0.335,39.4381],[-0.3344,39.4383],[-0.3334,39.4397],[-0.3309,39.4426],[-0.3305,39.443],[-0.3303,39.4433],[-0.33,39.4436],[-0.3294,39.444],[-0.3291,39.4442],[-0.3284,39.4445],[-0.3278,39.4448],[-0.3277,39.4456],[-0.3277,39.4463],[-0.3276,39.4469],[-0.3277,39.4484],[-0.328,39.449],[-0.3283,39.4494],[-0.33,39.4515],[-0.3309,39.4526],[-0.3316,39.4533]]]],""type"":""MultiPolygon""}",8,Valencia
0-EU-ES-46-02-002-250-05-002,Morvedre,"{""coordinates"":[[[[-0.379,39.4829],[-0.378,39.4828],[-0.3773,39.4828],[-0.3764,39.4823],[-0.375,39.4816],[-0.3739,39.4807],[-0.373,39.4818],[-0.3726,39.4826],[-0.3724,39.4829],[-0.3709,39.4852],[-0.3704,39.486],[-0.3701,39.4863],[-0.3698,39.4869],[-0.3713,39.4872],[-0.3716,39.4864],[-0.3718,39.4866],[-0.3724,39.4867],[-0.3728,39.4867],[-0.3746,39.4865],[-0.3757,39.4864],[-0.3763,39.4864],[-0.376,39.4869],[-0.3773,39.4874],[-0.3781,39.4863],[-0.3785,39.4856],[-0.3786,39.4853],[-0.3788,39.4842],[-0.379,39.4829]]]],""type"":""MultiPolygon""}",8,Valencia
